PC1.PV,FC3.PV,LC1.PV,FC1.PV,FC4.PV,TC1.PV,FC6.PV,PC2.PV,LC3.PV,FC5.PV,LC2.PV,FC8.PV,TC2.PV,FC7.PV,PC1.OP,FC3.OP,LC1.OP,FC1.OP,FC4.OP,TC1.OP,FC6.OP,PC2.OP,LC3.OP,FC5.OP,LC2.OP,FC8.OP,TC2.OP,FC7.OP,TI1.PV,TI2.PV,FI1.PV,PI1.PV,TI5.PV,TI4.PV,TI6.PV,FI5.PV,TI3.PV,FI4.PV,TI8.PV,TI7.PV,PI2.PV,FI3.PV,LI1.PV,FC3.SP,FC1.SP,FC6.SP,FC5.SP,FC8.SP
4.2145,6352.7,54.768,7.7988,13.415,109.29,1835.5,7.683,41.941,4.5297,42.585,0.87171,65.965,710.96,60.972,25.438,47.167,17.684,13.566,22.859,39.66,47.222,60.514,47.667,10.056,7.5208,14.867,61.615,74.324,62.746,32.991,31.679,91.413,100.58,117.41,9.407,16.939,2.2944,88.287,91.45,1.5289,2.5356,58.582,6343.7,7.8076,1824.4,4.4876,0.8677
4.1978,6348.8,54.698,7.8051,13.415,109.33,1809.7,7.6928,41.896,4.5356,42.662,0.87171,65.965,709.58,61.139,25.497,47.417,17.917,13.59,22.766,40.01,47.611,60.375,47.167,10.167,7.4236,14.869,61.639,74.324,62.746,30.355,31.661,91.455,100.58,117.46,9.584,16.939,2.2931,88.329,91.45,1.5477,2.5224,58.551,6358,7.8331,1821.9,4.4786,0.8677
4.1978,6333.2,54.559,7.802,13.364,109.38,1798.4,7.7143,41.656,4.5297,42.578,0.87008,65.965,709.97,61.111,25.521,47.833,18.309,13.628,22.672,39.736,48.222,59.819,46.889,9.9444,7.3889,14.871,61.639,74.371,62.746,30.15,31.668,91.538,100.66,117.51,9.7617,16.97,2.2924,88.329,91.45,1.5477,2.5053,58.52,6350.9,7.8841,1801.4,4.4696,0.8677
4.2145,6348.8,54.806,7.802,13.369,109.42,1801,7.7015,41.483,4.5175,42.491,0.87008,65.918,711.25,60.944,25.406,47.083,18.201,13.635,22.578,39.038,48.111,59.333,46.667,9.7778,7.4063,15.03,61.625,74.418,62.705,32.717,31.654,91.538,100.75,117.51,10.376,16.97,2.289,88.329,91.45,1.554,2.4688,58.52,6341.3,7.7821,1778.4,4.4598,0.87058
4.2061,6327.3,54.782,7.808,13.461,109.42,1824.5,7.7056,41.802,4.5234,42.516,0.87008,65.918,709.01,61,25.472,47.167,18.26,13.559,22.565,39.212,48.389,60.028,46.222,9.8333,7.3819,15.035,61.667,74.465,62.746,29.803,31.661,91.58,100.75,117.51,9.3883,16.97,2.2846,88.287,91.45,1.554,2.5057,58.489,6346.1,7.8076,1811.6,4.4584,0.87071
4.2089,6341,54.539,7.7959,13.461,109.46,1806.5,7.7404,41.743,4.5057,42.537,0.87008,65.918,710.57,60.972,25.406,48,18.552,13.528,22.471,39.389,49.278,59.819,46.222,9.8333,7.4306,15.04,61.632,74.511,62.746,31.153,31.679,91.622,100.83,117.55,9.9345,16.97,2.2798,88.287,91.5,1.5602,2.4845,58.489,6343.7,7.8501,1801.4,4.4494,0.87071
4.2089,6337.1,54.643,7.802,13.364,109.5,1826,7.7897,42.024,4.4936,42.578,0.87171,65.918,709.69,60.972,25.431,47.667,18.837,13.625,22.377,39.66,50.5,60.583,46,9.8889,7.4236,15.044,61.646,74.558,62.705,31.347,31.679,91.663,100.91,117.55,9.9324,16.97,2.278,88.329,91.5,1.5759,2.4942,58.458,6343.7,7.8586,1829.5,4.4397,0.87083
4.2395,6321.3,54.816,7.7988,13.44,109.58,1809.7,7.8015,41.691,4.463,42.575,0.86502,65.918,709.84,60.639,25.389,47.167,18.854,13.576,22.196,39.194,51.111,59.75,46.222,9.8889,7.5799,15.049,61.632,74.605,62.746,30.33,31.675,91.747,101,117.65,9.264,16.97,2.2685,88.329,91.5,1.5727,2.4946,58.458,6322.2,7.7991,1796.3,4.4299,0.87096
4.2312,6315.6,54.921,7.802,13.446,109.67,1782.1,7.7699,41.292,4.4505,42.491,0.86677,65.872,710.57,60.694,25.396,46.833,19.069,13.542,22.018,38.903,50.778,58.639,45.722,9.6667,7.7153,15.211,61.632,74.605,62.746,33.361,31.651,91.788,101.08,117.65,10,16.97,2.2592,88.329,91.54,1.5821,2.4824,58.427,6329.4,7.7821,1760.5,4.4035,0.87383
4.2423,6307.6,54.778,7.7928,13.379,109.58,1740,7.6337,41.128,4.4195,42.457,0.86677,65.872,710.42,60.556,25.33,47.25,19.236,13.646,22.171,39.017,48.278,58.222,46.389,9.6111,7.8333,15.218,61.639,74.652,62.746,29.9,31.602,91.83,101.04,117.6,9.9657,16.97,2.2581,88.329,91.54,1.5696,2.5102,58.396,6307.9,7.8161,1740.1,4.4105,0.87396
4.2228,6333.2,54.681,7.802,13.482,109.5,1763.5,7.4547,41.76,4.4258,42.45,0.86839,65.872,710.68,60.75,25.264,47.583,19.375,13.51,22.325,39.639,44.556,59.681,46.667,9.5556,7.9479,15.226,61.628,74.605,62.746,32.241,31.62,91.83,100.91,117.41,10.093,16.97,2.2564,88.371,91.5,1.5633,2.4869,58.427,6319.8,7.8501,1796.3,4.4348,0.87408
4.2089,6321.3,54.473,7.8051,13.394,109.29,1790.8,7.4019,42.038,4.4383,42.436,0.86677,65.825,711.93,60.861,25.378,48.333,19.899,13.601,22.733,39.931,43.167,60.375,47.167,9.5,8.191,15.391,61.608,74.605,62.746,31.427,31.647,91.747,100.75,117.18,10.259,17.001,2.2523,88.412,91.5,1.554,2.4866,58.396,6334.1,7.9265,1821.9,4.4668,0.87708
4.2034,6348.8,54.914,7.802,13.506,109.21,1875.1,7.4095,42.736,4.4195,42.429,0.86502,65.825,708.33,60.917,25.337,47,19.646,13.465,22.891,40.028,43,62.181,48.5,9.4444,8.4236,15.4,61.674,74.652,62.746,30.436,31.62,91.663,100.62,117.04,9.8776,17.001,2.2483,88.412,91.5,1.5446,2.4893,58.365,6338.9,7.7906,1888.3,4.4995,0.87721
4.2034,6344.9,54.743,7.8051,13.369,109.17,1885.2,7.4637,42.826,4.4445,42.453,0.86677,65.872,708.33,60.917,25.347,47.417,19.92,13.569,22.967,40.455,43.833,62.458,48.278,9.5,8.5174,15.252,61.684,74.652,62.746,32.976,31.633,91.538,100.58,117.04,10.073,17.001,2.2494,88.412,91.5,1.5383,2.4747,58.365,6338.9,7.8331,1901.1,4.4988,0.87458
4.195,6348.8,54.723,7.802,13.425,109.21,1867.5,7.5315,42.549,4.4195,42.422,0.86502,65.918,721.07,61,25.396,47.5,20.389,13.535,22.873,40.455,45,61.833,48.944,9.4444,8.625,15.101,61.427,74.699,62.746,30.766,31.609,91.538,100.58,117.08,9.8054,17.001,2.2512,88.412,91.45,1.5321,2.4817,58.365,6346.1,7.8416,1875.5,4.4897,0.87183
4.1728,6352.7,54.591,7.8172,13.461,109.25,1856.1,7.5614,42.413,4.4195,42.467,0.86677,65.965,712.08,61.222,25.406,47.833,21.014,13.479,22.784,40.514,45.5,61.556,49,9.4444,8.6181,14.947,61.618,74.746,62.746,30.408,31.637,91.538,100.62,117.18,10.064,17.001,2.2551,88.412,91.45,1.5133,2.482,58.334,6350.9,7.9011,1865.3,4.4807,0.86908
4.1811,6364.6,54.591,7.814,13.328,109.33,1838.9,7.5777,42.094,4.4195,42.408,0.86839,65.965,709.69,61.139,25.413,48,21.035,13.615,22.606,40.066,45.833,60.722,49,9.3333,8.6354,14.949,61.698,74.793,62.663,33.225,31.672,91.58,100.71,117.22,9.5791,17.033,2.2559,88.412,91.4,1.5321,2.4768,58.303,6358,7.8926,1834.6,4.471,0.86908
4.1811,6366.4,54.584,7.9149,13.415,109.33,1821,7.6038,41.691,4.432,42.269,0.86839,65.965,710.68,61.167,25.448,48,21.052,13.587,22.596,39.503,46.278,59.681,48.722,9,8.6667,14.951,61.705,74.793,62.663,29.745,31.696,91.622,100.75,117.27,9.9185,17.033,2.2565,88.371,91.45,1.5258,2.4977,58.303,6360.4,7.8926,1801.4,4.4619,0.8692
4.1811,6348.8,54.653,7.9382,13.482,109.38,1808.2,7.5763,41.594,4.4258,42.45,0.86839,65.918,711.4,61.167,25.503,47.75,20.788,13.493,22.503,39.174,45.722,59.472,48.778,9.3889,8.7014,15.11,61.719,74.84,62.705,31.637,31.692,91.622,100.79,117.32,9.8352,17.033,2.2567,88.329,91.4,1.5258,2.4681,58.271,6360.4,7.8671,1788.6,4.4522,0.8692
4.1756,6358.6,54.195,7.9411,13.39,109.33,1813.4,7.5503,42.135,4.4258,42.231,0.86839,65.918,709.97,61.25,25.497,49.167,21.149,13.569,22.578,40.049,45.167,60.792,48.944,8.8889,8.8264,15.114,61.771,74.886,62.705,31.403,31.71,91.622,100.79,117.32,9.9518,17.033,2.256,88.329,91.4,1.5164,2.4879,58.271,6367.6,8.0115,1837.2,4.4515,0.87208
4.1922,6352.7,54.296,7.9527,13.451,109.37,1841.4,7.5909,42.208,4.4383,42.311,0.86677,65.918,708.46,61.083,25.479,48.917,21.219,13.49,22.484,39.816,45.889,61,48.722,9.0556,8.934,15.118,61.816,74.933,62.705,31.644,31.703,91.663,100.79,117.27,9.8672,17.033,2.2536,88.329,91.4,1.5227,2.4807,58.24,6353.3,7.986,1844.9,4.4508,0.87221
4.1922,6347,54.587,7.9588,13.384,109.42,1819.9,7.6389,42.076,4.4383,42.335,0.86839,65.918,706.07,61.083,25.503,48.083,20.691,13.542,22.39,40.049,46.889,60.722,48.667,9.0556,8.9861,15.123,61.889,74.98,62.705,32.49,31.72,91.663,100.87,117.32,9.6867,17.033,2.2499,88.287,91.4,1.5352,2.5029,58.209,6353.3,7.9011,1834.6,4.4411,0.87221
4.1922,6356.5,54.264,7.9559,13.415,109.46,1855.6,7.6698,42.281,4.432,42.235,0.87008,65.918,707.73,61.083,25.448,49.083,20.819,13.535,22.298,39.972,47.611,61.208,48.444,8.7778,9.0104,15.127,61.906,75.074,62.705,30.034,31.734,91.663,100.96,117.36,10.081,17.064,2.2493,88.287,91.4,1.5477,2.4772,58.209,6353.3,8.003,1852.5,4.423,0.87233
4.1811,6352.7,54.403,7.9527,13.451,109.54,1854.8,7.7122,41.983,4.4445,42.415,0.87171,65.825,708.33,61.194,25.503,48.667,20.583,13.493,22.117,39.368,48.611,60.444,47.944,9.1667,9.184,15.448,61.906,75.121,62.746,31.924,31.703,91.747,101,117.46,9.7492,17.064,2.251,88.246,91.45,1.5289,2.4998,58.178,6362.8,7.9605,1824.4,4.414,0.87808
4.2228,6356.5,54.396,7.9527,13.348,109.58,1813.2,7.7289,41.934,4.432,42.321,0.87171,65.825,707.89,60.806,25.372,48.75,20.417,13.618,22.023,39.972,49.111,60.306,47.889,8.8889,9.309,15.459,61.955,75.215,62.705,31.275,31.727,91.788,101.08,117.51,9.6777,17.064,2.2537,88.246,91.4,1.5352,2.489,58.209,6329.4,7.969,1819.3,4.4042,0.87833
4.1922,6343.1,54.407,7.9588,13.456,109.62,1838.3,7.7591,42.188,4.432,42.252,0.87508,65.778,710.42,61.111,25.521,48.75,20.222,13.507,21.924,39.892,49.944,61,47.389,8.7778,9.4097,15.625,61.913,75.261,62.705,31.561,31.741,91.872,101.12,117.55,9.8685,17.064,2.2527,88.246,91.4,1.554,2.4779,58.178,6355.6,7.969,1844.9,4.3862,0.88133
4.1922,6348.8,54.584,7.9588,13.292,109.71,1807.4,7.8248,41.653,4.4383,42.182,0.87664,65.731,707.63,61.111,25.503,48.25,20.056,13.694,21.743,39.444,51.556,59.681,46.833,8.5556,9.5938,15.796,61.99,75.355,62.746,32.109,31.703,91.913,101.25,117.65,10.436,17.064,2.2439,88.246,91.45,1.5665,2.4845,58.147,6355.6,7.918,1796.3,4.3764,0.88433
4.2173,6358.6,54.473,7.9471,13.415,109.79,1755.7,7.787,41.08,4.4383,42.318,0.87664,65.778,707.34,60.861,25.378,48.583,20.184,13.608,21.563,38.941,51.222,58.153,46.167,8.7778,9.6771,15.654,62.035,75.402,62.705,29.093,31.731,91.997,101.29,117.69,9.7769,17.064,2.2356,88.329,91.45,1.579,2.5043,58.147,6334.1,7.952,1740.1,4.3584,0.88183
4.2312,6350.9,53.973,7.9527,13.338,109.75,1772.2,7.7015,41.222,4.4195,42.248,0.87664,65.778,704.11,60.722,25.33,50.083,20.837,13.653,21.628,38.573,49.722,58.431,46.111,8.6667,9.7778,15.668,62.163,75.402,62.705,33.578,31.72,92.038,101.33,117.65,10.204,17.064,2.2297,88.329,91.5,1.5727,2.514,58.116,6322.2,8.1049,1750.3,4.3563,0.88208
4.2256,6327.3,54.361,7.9559,13.369,109.71,1752.9,7.6087,41.288,4.4133,42.339,0.87827,65.825,705.94,60.75,25.396,49,20.642,13.684,21.699,38.92,48,58.5,46.333,8.7778,9.7535,15.521,62.149,75.402,62.746,30.169,31.699,92.08,101.29,117.55,10.004,17.064,2.2271,88.329,91.5,1.579,2.481,58.085,6324.6,7.9945,1752.9,4.3716,0.87946
4.2173,6329.4,54.507,7.9588,13.486,109.58,1793.9,7.5548,42.004,4.4195,42.162,0.87827,65.872,710.68,60.833,25.413,48.583,20.41,13.549,21.932,39.601,46.833,60.236,46.389,8.3889,9.7292,15.375,62.069,75.402,62.746,31.229,31.651,92.038,101.21,117.41,10.124,17.095,2.2242,88.371,91.5,1.579,2.4713,58.085,6331.8,7.952,1816.8,4.3869,0.87683
4.2034,6343.1,54.674,7.9588,13.318,109.54,1828.8,7.5374,42.24,4.407,42.318,0.87827,65.872,707.63,60.972,25.431,48.083,20.066,13.712,22.005,39.66,46.389,60.792,46.889,8.6667,9.7118,15.382,62.163,75.402,62.788,31.951,31.658,91.997,101.08,117.32,10.376,17.095,2.2236,88.371,91.5,1.5696,2.4768,58.054,6343.7,7.9011,1837.2,4.4028,0.87696
4.1839,6333.2,54.563,7.9559,13.482,109.5,1860.8,7.5332,42.514,4.3754,42.134,0.87827,65.872,710.13,61.139,25.531,48.5,20.184,13.552,22.076,40.049,46.222,61.625,47.722,8.2222,9.6701,15.388,62.139,75.402,62.788,30.861,31.665,91.955,101,117.22,10.641,17.095,2.2227,88.412,91.5,1.5696,2.4608,58.054,6358,7.9435,1867.9,4.4098,0.87708
4.1811,6327.3,54.65,7.9527,13.43,109.5,1859.2,7.5569,42.337,4.4008,42.241,0.88152,65.918,708.18,61.194,25.604,48.25,20.028,13.583,22.064,39.892,46.611,61.139,47.222,8.4444,9.4931,15.236,62.215,75.402,62.746,31.349,31.651,91.872,101,117.22,10.463,17.095,2.224,88.412,91.5,1.554,2.5029,58.023,6362.8,7.918,1850,4.4084,0.87433
4.2228,6329.4,54.407,7.9559,13.384,109.5,1839.2,7.5652,42.358,4.3816,42.203,0.87996,65.918,707.06,60.778,25.472,49,20.26,13.618,22.055,40.358,46.667,61.208,47.611,8.3333,9.4444,15.242,62.267,75.402,62.746,31.08,31.647,91.872,101,117.27,10.261,17.095,2.2287,88.412,91.5,1.5602,2.4515,58.023,6327,7.9945,1852.5,4.4077,0.87446
4.1811,6354.7,54.302,7.9588,13.364,109.5,1855.1,7.5808,42.066,4.4445,42.061,0.87996,65.918,710.81,61.194,25.521,49.333,20.458,13.642,22.04,39.503,47,60.514,46.167,8.0556,9.3611,15.247,62.24,75.402,62.788,30.889,31.647,91.872,101.04,117.27,10.189,17.095,2.2284,88.412,91.5,1.5602,2.48,58.023,6362.8,8.0285,1827,4.398,0.87446
4.1895,6333.2,54.059,7.9527,13.318,109.5,1846.8,7.5287,42.368,4.407,42.193,0.88152,65.965,715.83,61.111,25.573,50.083,20.781,13.708,22.028,40.146,45.833,61.278,47.056,8.2778,9.1944,15.095,62.16,75.402,62.746,30.592,31.64,91.872,101.08,117.27,10.109,17.095,2.2346,88.412,91.45,1.5633,2.4549,57.992,6355.6,8.1049,1855.1,4.4049,0.87171
4.2061,6348.8,54.618,7.9559,13.425,109.5,1833.1,7.5106,42.108,4.4008,42.266,0.88152,65.965,708.02,60.944,25.497,48.417,20.104,13.601,22.014,40.01,45.333,60.722,47.111,8.3333,9.0174,15.097,62.354,75.449,62.705,32.601,31.644,91.872,101,117.22,10.739,17.095,2.2355,88.412,91.45,1.5665,2.4296,57.961,6341.3,7.935,1834.6,4.4035,0.87183
4.1756,6348.8,54.382,7.9559,13.425,109.46,1832.2,7.4401,42.184,4.407,42.231,0.88152,66.012,713.46,61.25,25.587,49.167,20.583,13.576,22.088,40.222,43.722,60.931,47.111,8.2778,8.7847,14.941,62.271,75.449,62.746,30.615,31.679,91.872,100.96,117.18,10.182,17.095,2.2374,88.412,91.5,1.5571,2.4546,57.961,6367.6,8.0115,1842.3,4.4105,0.86895
4.2061,6354.7,54.556,7.9559,13.466,109.42,1842.7,7.4272,42.486,4.407,42.335,0.87827,66.059,708.72,60.944,25.49,48.667,20.566,13.493,22.16,40.747,43.167,61.694,47.333,8.4444,8.5347,14.782,62.417,75.449,62.746,29.804,31.686,91.83,100.96,117.08,10.123,17.126,2.239,88.454,91.45,1.5508,2.4153,57.961,6341.3,7.9605,1870.4,4.4181,0.86608
4.1922,6364.6,54.292,7.9672,13.369,109.33,1895.7,7.4342,42.806,4.4133,42.075,0.87996,66.059,708.62,61.083,25.503,49.417,21.181,13.549,22.317,40.455,43,62.528,47.667,7.8333,8.2569,14.778,62.462,75.496,62.705,33.656,31.665,91.788,100.91,117.04,10.017,17.126,2.2358,88.454,91.45,1.5508,2.399,57.93,6353.3,8.037,1901.1,4.4334,0.86608
4.1783,6358.6,54.4,7.9704,13.435,109.37,1919.9,7.4665,43.038,4.3879,42.182,0.87664,66.059,707.63,61.25,25.597,49.167,21.042,13.524,22.223,40.632,43.444,63.153,48.167,8.0556,8.0903,14.775,62.51,75.496,62.746,29.813,31.651,91.747,100.91,117.04,9.9824,17.126,2.2431,88.454,91.45,1.5477,2.3997,57.93,6367.6,8.0115,1924.1,4.4244,0.86595
4.1839,6386.1,54.445,7.9704,13.496,109.37,1933.2,7.535,42.858,4.4008,42.21,0.87508,66.106,708.62,61.194,25.49,49.167,21.257,13.42,22.211,40.378,44.611,62.875,48,8.0556,7.8333,14.614,62.545,75.543,62.705,31.097,31.654,91.705,100.91,117.08,10.416,17.126,2.2502,88.454,91.45,1.5383,2.4011,57.898,6362.8,8.0115,1913.9,4.423,0.86308
4.2089,6374.5,54.077,8.0023,13.312,109.46,1929.7,7.5666,42.872,4.3879,42.155,0.87508,66.106,704.66,60.972,25.455,50.25,21.795,13.594,22.036,40.438,45.222,63.014,48.111,7.8889,7.6215,14.608,62.681,75.59,62.663,33.564,31.672,91.705,100.91,117.18,10.515,17.126,2.2573,88.454,91.45,1.5321,2.3872,57.867,6343.7,8.1219,1919,4.4056,0.86295
4.1978,6378.3,54.389,8.0536,13.374,109.5,1928.2,7.6146,42.875,4.4133,42.151,0.87008,66.153,705.1,61.083,25.503,49.333,21.16,13.563,21.938,40.552,46.167,63.014,47.333,7.8889,7.4479,14.444,62.722,75.636,62.705,29.315,31.651,91.788,101.04,117.27,10.191,17.126,2.2644,88.454,91.4,1.5352,2.368,57.867,6353.3,8.0285,1919,4.3959,0.86008
4.1672,6366.4,54.525,8.0596,13.456,109.58,1915.5,7.6472,42.59,4.4008,42.137,0.86839,66.2,713.36,61.417,25.663,48.917,20.809,13.469,21.761,40.378,46.889,62.389,47.167,7.8333,7.2222,14.277,62.58,75.683,62.705,33.34,31.661,91.83,101.16,117.36,10.063,17.126,2.2707,88.454,91.4,1.5196,2.3927,57.836,6381.9,7.986,1896,4.3778,0.85708
4.1533,6364.6,54.268,8.0678,13.338,109.62,1891.9,7.6504,42.313,4.3942,42.176,0.86333,66.247,708.33,61.556,25.729,49.75,20.847,13.625,21.662,40.125,47,61.694,46.944,7.8333,7.0556,14.109,62.712,75.777,62.705,31.457,31.665,91.872,101.25,117.41,9.4514,17.126,2.2811,88.454,91.4,1.5196,2.3788,57.836,6393.9,8.0709,1870.4,4.3688,0.85395
4.1728,6374.5,54.445,8.0653,13.41,109.67,1845.9,7.6472,41.965,4.4133,42.228,0.85989,66.293,705.94,61.389,25.646,49.25,20.33,13.566,21.565,40.184,47.056,60.861,46.222,7.9444,6.8715,13.936,62.813,75.824,62.705,30.377,31.692,91.913,101.29,117.41,9.8276,17.126,2.2842,88.454,91.4,1.5227,2.3885,57.805,6379.5,8.02,1839.8,4.3584,0.85095
4.1756,6370.3,54.535,8.0621,13.42,109.71,1852.9,7.625,42.024,4.407,42.255,0.85645,66.293,705.26,61.361,25.656,49,19.958,13.545,21.467,40.028,46.667,60.931,45.833,7.9444,6.7708,13.92,62.878,75.918,62.705,32.399,31.692,91.997,101.29,117.41,10.123,17.126,2.2871,88.496,91.4,1.5446,2.4031,57.805,6377.1,7.9945,1842.3,4.3486,0.85057
4.1811,6376.2,54.421,8.0653,13.384,109.67,1835,7.6111,41.872,4.3816,42.155,0.85282,66.293,706.51,61.333,25.622,49.333,19.99,13.566,21.538,39.931,46.389,60.583,46.278,7.6667,6.7465,13.904,62.92,75.965,62.746,32.04,31.672,91.997,101.29,117.41,10.061,17.126,2.2874,88.496,91.4,1.5602,2.3621,57.805,6374.8,8.0285,1829.5,4.3556,0.85032
4.195,6368.5,54.66,8.0678,13.435,109.67,1848.6,7.5899,41.885,4.407,42.089,0.85107,66.34,706.07,61.194,25.587,48.75,19.538,13.524,21.524,39.681,45.944,60.653,45.556,7.5556,6.6354,13.729,62.958,75.965,62.705,29.667,31.658,91.997,101.25,117.36,9.7311,17.126,2.2895,88.496,91.4,1.554,2.3295,57.774,6362.8,7.969,1832.1,4.3542,0.8472
4.2061,6356.5,54.289,8.0738,13.394,109.62,1880.6,7.5715,42.413,4.3816,42.186,0.85107,66.34,709.58,61.083,25.587,49.833,19.833,13.531,21.593,40.281,45.5,62.042,46.056,7.6667,6.5451,13.71,62.92,76.011,62.746,32.328,31.679,91.997,101.21,117.32,9.8304,17.126,2.2901,88.537,91.45,1.5508,2.3291,57.743,6353.3,8.0794,1883.2,4.3611,0.84682
4.1644,6368.5,54.504,8.0568,13.425,109.62,1872.5,7.577,42.59,4.3942,42.255,0.84926,66.34,707.5,61.5,25.698,49.167,19.5,13.507,21.577,40.882,45.611,62.458,45.611,7.8333,6.5278,13.691,62.99,76.011,62.746,30.559,31.665,91.955,101.21,117.32,9.9012,17.158,2.292,88.537,91.4,1.5414,2.3305,57.743,6389.1,8.0115,1898.5,4.3597,0.84645
4.1783,6372.4,54.483,8.0653,13.384,109.62,1866.5,7.6156,42.198,4.3879,42.294,0.84745,66.387,705.78,61.389,25.688,49.333,19.003,13.517,21.564,40.319,46.389,61.556,45.611,7.8333,6.4444,13.515,63.056,76.011,62.705,32.703,31.613,91.955,101.21,117.32,9.5083,17.158,2.2947,88.537,91.4,1.5352,2.3187,57.712,6379.5,8.0285,1865.3,4.3584,0.84332
4.1756,6374.5,54.351,8.0621,13.318,109.67,1871.1,7.6118,42.389,4.3688,42.46,0.84382,66.387,705.49,61.417,25.698,49.75,19.003,13.615,21.469,40.594,46.333,62.042,45.944,8.1111,6.4444,13.493,63.104,76.058,62.705,30.653,31.661,91.955,101.25,117.36,10.059,17.158,2.2984,88.537,91.4,1.5508,2.3048,57.712,6381.9,8.0709,1883.2,4.357,0.84295
4.1922,6366.4,54.24,8.0653,13.364,109.67,1887.3,7.6319,42.483,4.3688,42.36,0.84382,66.434,706.9,61.25,25.656,50,18.757,13.587,21.455,40.708,46.722,62.319,45.611,7.9444,6.3194,13.313,63.122,76.058,62.663,31.334,31.62,91.955,101.25,117.36,9.7866,17.158,2.3022,88.537,91.4,1.5477,2.3395,57.681,6367.6,8.0964,1893.4,4.3472,0.8397
4.2034,6368.5,54.65,8.0596,13.456,109.71,1865.7,7.6577,42.118,4.3559,42.471,0.8382,66.528,709.45,61.167,25.646,48.833,18.163,13.507,21.357,40.399,47.333,61.417,45.722,8.1111,6.2292,12.973,63.094,76.058,62.746,32.247,31.654,91.955,101.29,117.41,10.127,17.158,2.302,88.537,91.4,1.5383,2.2888,57.65,6360.4,7.9775,1860.2,4.3458,0.83357
4.2173,6384,54.525,8.0536,13.4,109.71,1870.2,7.6601,42.34,4.3622,42.481,0.83438,66.575,708.33,61.028,25.545,49.25,18.191,13.556,21.342,40.708,47.444,61.972,45.333,8.1111,6.1424,12.786,63.149,76.058,62.663,31.21,31.668,91.997,101.33,117.41,9.543,17.158,2.3077,88.579,91.4,1.5508,2.3204,57.65,6348.5,8.02,1880.6,4.3361,0.83019
4.2034,6356.5,54.427,8.0596,13.496,109.71,1881.9,7.6629,42.254,4.3622,42.373,0.83244,66.622,708.62,61.167,25.663,49.583,18.33,13.444,21.327,40.378,47.611,61.833,45.278,7.8333,6.0347,12.598,63.153,76.058,62.705,31.443,31.658,91.997,101.37,117.46,10.468,17.158,2.3106,88.579,91.4,1.5508,2.3135,57.619,6360.4,8.054,1875.5,4.3347,0.82682
4.1811,6368.5,54.66,8.0536,13.343,109.75,1893.9,7.6691,42.382,4.3299,42.349,0.83051,66.622,707.06,61.389,25.688,48.917,18.299,13.587,21.227,40.378,47.833,62.111,45.611,7.7778,5.9618,12.564,63.201,76.058,62.746,32.944,31.665,92.038,101.41,117.46,9.906,17.158,2.3145,88.621,91.4,1.5571,2.3315,57.65,6379.5,7.986,1885.8,4.325,0.82619
4.2061,6374.5,54.559,8.0536,13.364,109.75,1843.3,7.6837,41.889,4.3236,42.429,0.83051,66.622,709.45,61.139,25.573,49.25,18.26,13.615,21.214,40.281,48.333,60.861,45.667,7.9444,5.8681,12.529,63.181,76.058,62.705,29.567,31.64,92.038,101.41,117.46,9.3182,17.158,2.3139,88.621,91.45,1.5696,2.3013,57.619,6358,8.02,1839.8,4.3236,0.82557
4.2089,6350.9,54.858,8.0621,13.41,109.75,1876,7.6629,42.295,4.3299,42.467,0.82657,66.668,708.72,61.111,25.628,48.417,17.91,13.559,21.198,40.438,48,61.972,45.5,7.9444,5.7778,12.336,63.222,76.058,62.705,31.702,31.651,92.08,101.41,117.46,10.343,17.189,2.3229,88.621,91.45,1.5602,2.3343,57.588,6355.6,7.935,1880.6,4.3222,0.82207
4.2034,6354.7,54.337,8.0596,13.379,109.75,1850.7,7.6865,41.896,4.3365,42.377,0.82457,66.715,710.81,61.167,25.615,49.917,18.163,13.594,21.183,40.163,48.611,61,45.278,7.7778,5.6667,12.141,63.184,76.058,62.746,31.009,31.637,92.038,101.41,117.46,9.9053,17.189,2.3249,88.662,91.45,1.5602,2.3465,57.588,6360.4,8.0879,1844.9,4.3201,0.81856
4.2145,6348.8,54.518,8.0568,13.348,109.75,1843.5,7.6587,41.906,4.3365,42.377,0.8205,66.715,709.17,61.056,25.604,49.417,17.878,13.625,21.167,40.163,48.167,61,45.222,7.7222,5.6493,12.102,63.236,76.011,62.746,30.169,31.651,92.08,101.45,117.46,10.234,17.189,2.3264,88.662,91.45,1.5759,2.3406,57.557,6350.9,8.037,1844.9,4.3187,0.81781
4.2145,6343.1,54.688,8.0568,13.338,109.75,1858.5,7.642,42,4.3365,42.415,0.8205,66.668,708.18,61.028,25.615,49,17.448,13.642,21.152,40.028,47.889,61.208,45.111,7.8333,5.6771,12.22,63.274,75.965,62.788,30.02,31.651,92.122,101.41,117.46,10.046,17.189,2.3245,88.662,91.45,1.5696,2.326,57.557,6348.5,7.9945,1852.5,4.3173,0.81994
4.1978,6348.8,54.532,8.0568,13.471,109.75,1880.5,7.6139,42.385,4.3299,42.328,0.8205,66.668,710.57,61.194,25.628,49.417,17.274,13.497,21.137,40.417,47.389,62.181,45.222,7.5556,5.6597,12.182,63.253,75.965,62.746,31.663,31.633,92.122,101.37,117.41,10.714,17.189,2.3233,88.662,91.45,1.5571,2.2905,57.526,6362.8,8.037,1888.3,4.3153,0.81931
